"Date","Time","CO.GT.","PT08.S1.CO.","C6H6.GT.","PT08.S2.NMHC.","NOx.GT.","PT08.S3.NOx.","NO2.GT.","PT08.S4.NO2.","PT08.S5.O3.","T","RH","AH","NOx2","C6H6_2","NOx_RH","NOx_T","PAN_proxy","HONO_proxy","SAPRC_proxy"
"2004-05-23","09.00.00",0.8,976,3.8,698,64,1156,64,1393,594,20.6,41.2,0.9841,4096,14.44,2636.8,1318.4,66.717612,81.417664,69.054596
"2004-05-23","10.00.00",0.8,978,4.1,718,67,1137,66,1392,565,23.6,34,0.9749,4489,16.81,2278,1581.2,66.439138,84.813928,67.872929
"2004-05-23","11.00.00",0.9,987,4.5,740,54,1105,53,1407,523,26.7,28.1,0.9688,2916,20.25,1517.4,1441.8,62.549895,84.080376,64.514125
"2004-05-23","12.00.00",1.2,1030,5.3,778,67,1071,69,1452,591,26.8,28.1,0.9785,4489,28.09,1882.7,1795.6,67.847242,86.686616,69.692281
"2004-05-23","13.00.00",1,955,4.2,723,51,1129,57,1393,559,27.7,25.8,0.9467,2601,17.64,1315.8,1412.7,62.192147,84.304926,64.155176
"2004-05-23","14.00.00",0.8,924,3.3,673,28,1247,36,1346,430,28.8,22.7,0.8864,784,10.89,635.6,806.4,52.743507,80.722732,55.019801
"2004-05-23","15.00.00",1.1,1005,4.9,758,51,1091,57,1434,522,26.8,27.3,0.9462,2601,24.01,1392.3,1366.8,62.342538,83.89308,64.895809
"2004-05-23","16.00.00",1.5,1059,6.1,816,77,1023,73,1468,641,25.9,28.7,0.9423,5929,37.21,2209.9,1994.3,72.185858,88.890726,74.296389
"2004-05-23","17.00.00",1.5,1079,6.9,851,93,991,81,1490,738,25.8,27.7,0.9076,8649,47.61,2576.1,2399.4,78.625778,92.936332,80.568049
"2004-05-23","18.00.00",1.4,1070,6.8,850,94,997,91,1502,778,24.8,29.5,0.9077,8836,46.24,2773,2331.2,79.889452,92.554228,82.165616
"2004-05-23","19.00.00",1.1,1085,5.8,805,69,972,65,1528,718,25.3,36.3,1.1513,4761,33.64,2504.7,1745.7,72.145147,82.73769,75.356776
"2004-05-23","20.00.00",0.9,1066,5.5,787,57,986,56,1552,689,23.9,40.4,1.1787,3249,30.25,2302.8,1362.3,68.86933,78.70163,73.091525
"2004-05-23","21.00.00",1,1094,6.1,815,74,934,69,1563,852,21.4,46.6,1.1764,5476,37.21,3448.4,1583.6,77.489223,79.357408,82.256889
"2004-05-23","22.00.00",1.1,1110,6,814,75,948,73,1571,854,20.5,49.3,1.173,5625,36,3697.5,1537.5,77.823375,78.32315,82.6559
"2004-05-23","23.00.00",1,968,4.2,719,73,1081,76,1388,664,19.2,42.3,0.9339,5329,17.64,3087.9,1401.6,71.071707,83.286648,73.732676
"2004-05-24","00.00.00",0.7,906,4.1,714,56,1163,67,1351,544,19.2,37.9,0.8352,3136,16.81,2122.4,1075.2,64.495203,82.678812,67.861129
"2004-05-24","01.00.00",0.5,849,2.4,615,31,1285,44,1276,461,17.2,43.1,0.8394,961,5.76,1336.1,533.2,55.218663,75.665384,59.312184
"2004-05-24","02.00.00",0.2,774,1,500,13,1536,21,1169,352,15.8,45.2,0.8052,169,1,587.6,205.4,46.797555,71.637612,50.8695
"2004-05-24","03.00.00",0.3,746,0.6,450,30,1807,32,1111,308,15.7,42.3,0.7464,900,0.36,1269,471,48.866448,76.65948,50.553824
"2004-05-24","04.00.00",0.3,753,0.5,437,14,1904,19,1110,301,16.3,41,0.7513,196,0.25,574,228.2,44.886695,73.822068,47.863325
"2004-05-24","05.00.00",0.1,749,0.7,466,23,1803,29,1089,307,16.1,36.5,0.664,529,0.49,839.5,370.3,47.390562,78.212782,49.776541
"2004-05-24","06.00.00",0.5,864,2.8,642,72,1288,69,1255,441,16.5,36.2,0.6752,5184,7.84,2606.4,1188,64.237792,88.649664,64.951956
"2004-05-24","07.00.00",1.6,1002,7.8,893,165,1010,111,1394,775,17.5,30.9,0.6111,27225,60.84,5098.5,2887.5,96.243587,112.11171,95.484656
"2004-05-24","08.00.00",2,970,9.7,966,118,944,81,1379,907,18.4,24,0.5046,13924,94.09,2832,2171.2,91.440967,106.144768,95.877881
"2004-05-24","09.00.00",1.3,898,6.9,853,85,1066,56,1271,763,19.2,23.8,0.5235,7225,47.61,2023,1632,78.903498,98.05976,83.273849
"2004-05-24","10.00.00",1,847,5.8,800,116,1155,90,1179,649,21.7,18.1,0.4642,13456,33.64,2099.6,2517.2,80.892172,107.683204,80.568576
"2004-05-24","11.00.00",0.9,847,5.5,788,112,1203,85,1162,598,22.3,17,0.4513,12544,30.25,1904,2497.6,78.425755,107.114144,77.725325
"2004-05-24","12.00.00",1.2,871,6.8,848,100,1139,83,1208,579,22.8,16.1,0.4404,10000,46.24,1610,2280,76.785032,104.5513,77.807616
"2004-05-24","13.00.00",1.3,869,7.2,866,109,1107,85,1212,596,23.8,14.5,0.4222,11881,51.84,1580.5,2594.2,79.191207,107.166948,79.618656
"2004-05-24","14.00.00",1.1,875,6.9,854,111,1160,85,1200,595,25.1,13.1,0.4129,12321,47.61,1454.1,2786.1,79.028218,107.75873,78.766149
"2004-05-24","15.00.00",1.2,895,7.5,878,109,1122,81,1238,607,25.8,12.9,0.4219,11881,56.25,1406.1,2812.2,79.31937,106.940844,79.535225
"2004-05-24","16.00.00",1.4,926,7.7,885,114,1101,92,1259,662,25.5,14,0.4495,12996,59.29,1596,2907,81.871567,107.53794,82.229261
"2004-05-24","17.00.00",2,996,12,1048,139,959,108,1397,822,24.5,15.4,0.4663,19321,144,2140.6,3405.5,93.520095,113.124046,95.3551
"2004-05-24","18.00.00",2.4,997,13.5,1100,157,896,106,1392,987,22.6,17.2,0.4656,24649,182.25,2700.4,3548.2,101.77093,117.438612,104.244225
"2004-05-24","19.00.00",2.1,1006,12,1048,147,925,114,1416,966,21.2,18.9,0.471,21609,144,2778.3,3116.4,99.173655,114.804424,102.105
"2004-05-24","20.00.00",1.2,895,6.7,845,102,1072,96,1241,763,19.1,22.8,0.501,10404,44.89,2325.6,1948.2,82.222407,102.781804,85.040501
"2004-05-24","21.00.00",0.7,862,4.8,751,73,1154,77,1213,617,18.4,24.6,0.5169,5329,23.04,1795.8,1343.2,70.845927,95.236096,73.926936
"2004-05-24","22.00.00",0.7,858,4.8,756,65,1159,73,1209,564,17.3,25.6,0.5032,4225,23.04,1664,1124.5,68.122647,93.38417,71.856236
"2004-05-24","23.00.00",0.8,853,5,762,76,1134,86,1184,646,16.5,24.9,0.4642,5776,25,1892.4,1254,72.78282,96.894564,76.404
"2004-05-25","00.00.00",0.5,859,4.3,727,65,1120,84,1187,753,16.7,28.3,0.5316,4225,18.49,1839.5,1085.5,72.135482,92.02799,76.754941
"2004-05-25","01.00.00",0.2,837,2.7,634,41,1200,56,1150,669,15.5,32.2,0.5641,1681,7.29,1320.2,635.5,63.117642,84.882662,68.244461
"2004-05-25","02.00.00",0.4,746,0.9,493,17,1522,31,1063,435,17.5,29.1,0.5773,289,0.81,494.7,297.5,49.155538,80.229062,52.818829
"2004-05-25","03.00.00",0.5,752,1.2,515,92,1472,61,1068,436,13.3,35.6,0.5393,8464,1.44,3275.2,1223.6,66.525272,95.407536,64.593796
"2004-05-25","04.00.00",0.4,742,0.9,489,19,1559,30,1048,403,14,33.7,0.5355,361,0.81,640.3,266,49.543378,79.847128,53.651329
"2004-05-25","05.00.00",0.1,774,1.7,560,45,1386,51,1107,532,11.6,40,0.5462,2025,2.89,1800,522,60.033802,83.24868,63.853201
"2004-05-25","06.00.00",0.2,798,2.6,630,40,1291,45,1125,536,13.4,34.5,0.5272,1600,6.76,1380,536,60.017468,84.41594,64.822484
"2004-05-25","07.00.00",1.1,1002,8.8,932,101,949,82,1405,917,15.2,31,0.5329,10201,77.44,3131,1535.2,88.270687,99.380768,94.425496
"2004-05-25","08.00.00",3,1210,22.2,1356,183,657,100,1786,1481,16.3,27.5,0.5066,33489,492.84,5032.5,2982.9,117.386667,120.118666,122.427056
"2004-05-25","09.00.00",2.1,1058,15.3,1158,149,820,91,1459,1187,19.2,20,0.439,22201,234.09,2980,2860.8,105.883282,115.972832,111.356481
"2004-05-25","10.00.00",2.6,1106,14,1118,207,885,130,1451,1220,24.9,13,0.4038,42849,196,2691,5154.3,116.284855,131.031982,116.4827
"2004-05-25","11.00.00",3.2,1153,18.5,1253,289,815,155,1541,1381,28.3,9.9,0.3754,83521,342.25,2861.1,8178.7,133.20317,150.253054,129.680125
"2004-05-25","12.00.00",2.1,1047,13.5,1101,159,913,114,1391,1103,29.2,9.8,0.3914,25281,182.25,1558.2,4642.8,103.58217,118.639384,105.042425
"2004-05-25","13.00.00",2.2,1091,15.8,1172,162,874,127,1459,1105,31.6,9.2,0.419,26244,249.64,1490.4,5119.2,103.921232,117.876352,105.033276
"2004-05-25","14.00.00",2.4,1162,18.5,1253,173,796,138,1595,1248,32.6,9.3,0.4499,29929,342.25,1608.9,5639.8,108.69633,119.490036,109.749225
"2004-05-25","15.00.00",1.4,1059,12.6,1070,146,925,109,1401,976,32.6,9.2,0.4463,21316,158.76,1343.2,4759.6,97.124488,113.391256,97.649684
"2004-05-25","16.00.00",2.2,1083,12,1051,322,939,136,1390,898,32.3,10,0.4747,103684,144,3220,10400.6,126.07018,153.141124,116.3227
"2004-05-25","17.00.00",2.4,1150,15.4,1161,147,867,126,1512,1038,32.1,10.7,0.4996,21609,237.16,1572.9,4718.7,99.344443,112.813782,100.944744
"2004-05-25","18.00.00",3.3,1321,24.9,1426,287,720,168,1859,1395,29.7,12.2,0.5007,82369,620.01,3501.4,8523.9,128.461298,145.70315,122.953509
"2004-05-25","19.00.00",1,1723,0,1805,415,380,198,2473,2006,29.7,12.2,0.5007,172225,0,5063,12325.5,154.074775,175.14955,140.1779
"2004-05-25","20.00.00",1,1539,0,1402,224,475,91,2020,1590,29.7,12.2,0.5007,50176,0,2732.8,6652.8,114.01412,131.21,104.5869
"2004-05-25","21.00.00",1,1468,0,1204,293,542,107,1944,1609,29.7,12.2,0.5007,85849,0,3574.6,8702.1,126.245655,147.08345,113.5059
"2004-05-25","22.00.00",1,1715,0,1728,487,383,150,2048,1466,29.7,12.2,0.5007,237169,0,5941.4,14463.9,150.603655,191.71315,132.6899
"2004-05-25","23.00.00",1,1723,0,1141,255,620,130,1772,1360,29.7,12.2,0.5007,65025,0,3111,7573.5,113.955975,138.34155,101.4379
"2004-05-26","00.00.00",1,1723,0,1728,266,378,129,1812,1518,29.7,12.2,0.5007,70756,0,3245.2,7900.2,119.58962,140.8721,107.5089
"2004-05-26","01.00.00",1,1723,0,1805,190,378,104,1780,1530,29.7,12.2,0.5007,36100,0,2318,5643,106.4141,123.3883,98.6729
"2004-05-26","02.00.00",1,1723,0,1805,379,378,116,2403,1925,29.7,12.2,0.5007,143641,0,4623.8,11256.3,147.048295,166.86775,133.3919
"2004-05-26","03.00.00",0.9,1715,0,1385,540,555,121,2114,1500,29.7,12.2,0.5007,291600,0,6588,16038,157.6226,203.9058,140.1229
"2004-05-26","04.00.00",1,1723,0,1805,394,378,119,2403,1846,29.7,12.2,0.5007,155236,0,4806.8,11701.8,147.32562,170.3185,132.8369
"2004-05-26","05.00.00",1,1723,0,1805,394,378,119,2403,1923,29.7,12.2,0.5007,155236,0,4806.8,11701.8,149.15822,170.3185,135.1469
"2004-05-26","06.00.00",1,1723,0,1728,394,378,112,2403,1846,29.7,12.2,0.5007,155236,0,4806.8,11701.8,147.32562,170.3185,132.8369
"2004-05-26","07.00.00",1,1509,0,1457,366,505,121,2257,1611,29.7,12.2,0.5007,133956,0,4465.2,10870.2,137.66702,163.8771,122.3989
"2004-05-26","08.00.00",1,1559,0,1601,561,388,174,2376,1743,29.7,12.2,0.5007,314721,0,6844.2,16661.7,165.703295,208.73685,149.9539
"2004-05-26","09.00.00",4,1303,40.2,1776,590,946,157,1467,1608,20.4,35.7,0.844,348100,1616.04,21063,12036,146.519672,192.81982,125.520636
"2004-05-26","10.00.00",2.2,1137,14.9,1146,188,1144,136,1392,1327,26.1,23.8,0.7938,35344,222.01,4474.4,4906.8,115.201323,115.875096,117.141109
"2004-05-26","11.00.00",1.8,1139,13.8,1109,159,1118,135,1436,1292,28.8,21.1,0.8193,25281,190.44,3354.9,4579.2,108.220987,109.660672,111.025396
"2004-05-26","12.00.00",1.6,1099,12.3,1059,146,1156,115,1416,1114,29.6,19.4,0.7897,21316,151.29,2832.4,4321.6,100.914967,107.606968,102.918761
"2004-05-26","13.00.00",1.8,1088,14,1116,127,1128,112,1449,1060,31.6,16.4,0.7489,16129,196,2082.8,4013.2,95.929055,104.315816,99.0346
"2004-05-26","14.00.00",1.6,1027,11.8,1041,128,1237,112,1345,915,32.3,13.3,0.6303,16384,139.24,1702.4,4134.4,91.912412,106.37318,93.205816
"2004-05-26","15.00.00",1.6,1014,12,1049,120,1200,109,1366,893,31.8,13.5,0.6249,14400,144,1620,3816,89.977,104.81174,91.9522
"2004-05-26","16.00.00",1.3,969,9.7,968,115,1276,112,1325,768,31.8,13.8,0.6394,13225,94.09,1587,3657,84.824362,103.4805,85.408681
"2004-05-26","17.00.00",2.4,1120,18,1238,182,1023,114,1591,1126,31,15.9,0.7039,33124,324,2893.8,5642,107.96198,117.197228,108.0706
"2004-05-26","18.00.00",3.3,1131,22.6,1368,236,933,146,1707,1284,28.6,18.7,0.7216,55696,510.76,4413.2,6749.6,119.496588,128.700556,117.038484
"2004-05-26","19.00.00",2.9,1130,22.7,1368,172,933,129,1709,1269,26.7,19.5,0.6754,29584,515.29,3354,4592.4,107.784827,115.578636,109.571061
"2004-05-26","20.00.00",2.9,1123,20.3,1304,172,939,140,1720,1290,25,24.4,0.7616,29584,412.09,4196.8,4300,110.248267,112.850928,113.225281
"2004-05-26","21.00.00",1.9,1069,13.1,1086,128,1064,122,1536,1119,22.8,28.4,0.7804,16384,171.61,3635.2,2918.4,99.119603,101.895728,104.400649
"2004-05-26","22.00.00",1.6,1021,10.9,1010,111,1116,97,1480,1027,21.7,29.2,0.7458,12321,118.81,3241.2,2408.7,92.910778,98.44235,98.428429
"2004-05-26","23.00.00",1.5,1101,13.3,1093,146,1012,115,1564,1155,21.1,30.9,0.7617,21316,176.89,4511.4,3080.6,103.901847,105.083168,108.518301
"2004-05-27","00.00.00",1.3,1026,9.5,960,107,1072,91,1471,1078,19.9,36.3,0.8349,11449,90.25,3884.1,2129.3,92.86253,93.722858,98.777525
"2004-05-27","01.00.00",1,949,6.6,841,67,1155,81,1393,954,18.6,39.3,0.8355,4489,43.56,2633.1,1246.2,79.517363,84.378924,86.587004
"2004-05-27","02.00.00",0.6,846,3.6,687,47,1295,58,1288,726,18.6,38.8,0.8228,2209,12.96,1823.6,874.2,66.374783,80.634924,71.398464
"2004-05-27","03.00.00",0.3,811,2.3,606,92,1417,51,1248,656,19,38.9,0.8468,8464,5.29,3578.8,1748,72.287427,89.446068,71.499161
"2004-05-27","04.00.00",0.5,803,2,586,19,1442,32,1232,573,18,40.9,0.8394,361,4,777.1,342,54.495695,74.100296,59.8686
"2004-05-27","05.00.00",0.7,882,4.1,715,58,1246,58,1367,780,15.5,48.6,0.8505,3364,16.81,2818.8,899,71.285463,78.569708,76.822229
"2004-05-27","06.00.00",0.7,963,6.5,836,68,1085,62,1429,920,16,47.9,0.8659,4624,42.25,3257.2,1088,79.345155,80.628732,86.668025
"2004-05-27","07.00.00",4.9,1413,24.8,1424,314,739,122,2102,1544,17,46,0.883,98596,615.04,14444,5338,139.048892,128.56676,136.470936
"2004-05-27","08.00.00",4,1485,34.4,1650,303,632,134,2337,1789,19,41.6,0.9039,91809,1183.36,12604.8,5757,127.570103,129.031588,118.662624
"2004-05-27","09.00.00",4,1354,24.5,1418,294,749,148,2043,1629,21.8,35,0.9002,86436,600.25,10290,6409.2,137.186895,131.309168,134.926825
"2004-05-27","10.00.00",1.3,1074,9,939,146,1071,105,1513,997,25.6,28,0.9088,21316,81,4088,3737.6,97.17752,103.878784,97.9231
"2004-05-27","11.00.00",1.4,1022,8.4,914,113,1132,92,1446,847,26.4,23.1,0.7853,12769,70.56,2610.3,2983.2,86.467863,100.032616,88.274904
"2004-05-27","12.00.00",1.7,1100,11.5,1034,134,995,96,1586,958,27.1,24.2,0.856,17956,132.25,3242.8,3631.4,95.044495,103.191444,97.282725
"2004-05-27","13.00.00",1.8,1073,12.1,1052,111,1009,88,1574,854,27.5,20.9,0.7565,12321,146.41,2319.9,3052.5,88.148458,100.432154,91.671869
"2004-05-27","14.00.00",1.4,1049,10.1,983,105,1071,86,1515,782,29.5,19.7,0.8015,11025,102.01,2068.5,3097.5,83.850018,98.62111,86.085909
"2004-05-27","15.00.00",1.4,1086,11.9,1048,133,1016,103,1580,888,30.6,18.6,0.8014,17689,141.61,2473.8,4069.8,92.641178,104.67114,93.831249
"2004-05-27","16.00.00",2.2,1059,11.3,1027,131,1066,112,1521,764,31.3,15.8,0.7106,17161,127.69,2069.8,4100.3,88.897362,105.86607,89.068421
"2004-05-27","17.00.00",2.4,1244,20.2,1301,172,842,130,1801,1170,29.4,21,0.8452,29584,408.04,3612,5056.8,106.557052,112.021992,107.748436
"2004-05-27","18.00.00",3.3,1320,24.8,1423,216,767,160,1986,1385,27,23.5,0.8256,46656,615.04,5076,5832,116.648392,121.32574,115.412936
"2004-05-27","19.00.00",3.6,1236,20.3,1304,211,822,145,1868,1237,25.8,26.7,0.8758,44521,412.09,5633.7,5443.8,116.031882,118.412604,115.999881
"2004-05-27","20.00.00",2.9,1136,16.2,1187,172,904,148,1735,1127,23.7,28.4,0.8225,29584,262.44,4884.8,4076.4,107.914972,110.550064,110.416496
"2004-05-27","21.00.00",1.9,1110,13.3,1093,146,961,122,1661,1091,21.3,33,0.8284,21316,176.89,4818,3109.8,102.338247,103.253572,106.509701
"2004-05-27","22.00.00",1.7,1026,10.3,990,111,1032,97,1553,972,20.5,35.3,0.8435,12321,106.09,3918.3,2275.5,91.520682,94.851238,96.712381
"2004-05-27","23.00.00",1.5,1038,9.6,961,126,1026,112,1530,949,19.4,38.1,0.8511,15876,92.16,4800.6,2444.4,93.769108,96.622852,97.546344
"2004-05-28","00.00.00",1.3,975,7.8,892,78,1015,93,1480,890,19.4,40.7,0.9045,6084,60.84,3174.6,1513.2,81.241592,85.189244,87.565956
"2004-05-28","01.00.00",1,908,6.1,814,67,1089,75,1403,763,17.8,44.9,0.903,4489,37.21,3008.3,1192.6,74.626858,81.288572,80.334689
"2004-05-28","02.00.00",0.9,896,6.2,820,61,1074,71,1439,833,16.6,49.7,0.9295,3721,38.44,3031.7,1012.6,75.369387,77.826836,82.419196
"2004-05-28","03.00.00",0.3,810,3.8,697,73,1221,61,1321,675,16.5,48.6,0.9028,5329,14.44,3547.8,1204.5,71.369147,80.829018,74.389896
"2004-05-28","04.00.00",0.6,789,2.8,638,33,1305,52,1309,672,15.2,53.6,0.919,1089,7.84,1768.8,501.6,61.653167,71.120912,67.738856
"2004-05-28","05.00.00",0.7,814,3.4,678,57,1276,57,1339,626,15.5,51.7,0.9019,3249,11.56,2946.9,883.5,66.495763,76.471614,70.529504
"2004-05-28","06.00.00",0.7,958,8.2,907,72,992,62,1536,882,14.9,54.8,0.9247,5184,67.24,3945.6,1072.8,81.036212,77.594888,89.177216
"2004-05-28","07.00.00",1.8,1213,19.2,1274,172,762,95,1914,1264,16.3,51.3,0.9416,29584,368.64,8823.6,2803.6,111.915032,97.3417,116.997276
"2004-05-28","08.00.00",3.6,1221,22.6,1367,203,722,118,2008,1330,18.4,45.7,0.9559,41209,510.76,9277.1,3735.2,116.747923,106.201024,118.944084
"2004-05-28","09.00.00",2.9,1245,19.4,1281,213,774,115,1952,1324,20.8,43.6,1.0614,45369,376.36,9286.8,4430.4,119.915603,107.786144,121.653924
"2004-05-28","10.00.00",1.3,1050,9.6,963,146,998,84,1609,901,24.3,35.1,1.0477,21316,92.16,5124.6,3547.8,95.565708,99.236728,96.355644
"2004-05-28","11.00.00",1.4,1048,9.8,969,144,1012,101,1600,852,26.4,29.3,0.9889,20736,96.04,4219.2,3801.6,93.714092,101.811396,93.944636
"2004-05-28","12.00.00",2.1,1141,14.4,1128,118,902,89,1738,1009,28.3,25,0.9495,13924,207.36,2950,3339.4,93.643628,98.353476,98.019324
"2004-05-28","13.00.00",1.8,1052,12.1,1053,111,949,106,1641,831,28.9,23.7,0.9285,12321,146.41,2630.7,3207.9,87.318258,97.427838,90.361669
"2004-05-28","14.00.00",1.4,1152,13.5,1099,124,908,118,1706,954,28.5,25.8,0.9931,15376,182.25,3199.2,3534,93.342395,98.850792,96.647525
"2004-05-28","15.00.00",1.7,1026,12.3,1061,133,982,115,1564,814,29.6,18.9,0.7692,17689,151.29,2513.7,3936.8,91.230802,105.189224,92.345761
"2004-05-28","16.00.00",1.7,1039,12.2,1055,131,966,117,1590,845,28,23.2,0.8613,17161,148.84,3039.2,3668,91.861707,102.651952,93.672356
"2004-05-28","17.00.00",2.1,1148,12.5,1067,133,887,105,1790,956,23.6,41,1.1786,17689,156.25,5453,3138.8,95.89013,92.660232,99.398825
"2004-05-28","18.00.00",2.2,1176,13.9,1114,141,843,114,1805,1102,21.5,48.1,1.2148,19881,193.21,6782.1,3031.5,101.708298,90.180126,106.422989
"2004-05-28","19.00.00",1.8,1100,11.4,1028,112,900,103,1710,994,22.1,44.1,1.1573,12544,129.96,4939.2,2475.2,92.485108,87.53894,97.831264
"2004-05-28","20.00.00",1.8,1081,10.4,992,147,959,119,1680,935,20.2,47.2,1.1043,21609,108.16,6938.4,2969.4,97.882143,92.97974,100.195344
"2004-05-28","21.00.00",0.9,976,7,858,104,1070,102,1547,839,20,47.6,1.103,10816,49,4950.4,2080,84.54322,85.003984,87.6631
"2004-05-28","22.00.00",1,979,7,857,97,1082,96,1546,797,19.8,46.8,1.0697,9409,49,4539.6,1920.6,82.156755,84.42174,85.6447
"2004-05-28","23.00.00",2,1092,11.3,1024,128,937,109,1706,968,19.6,47,1.0606,16384,127.69,6016,2508.8,95.522547,90.115512,100.008521
"2004-05-29","00.00.00",1.8,1044,9.2,946,138,1009,119,1594,886,19.3,46.3,1.0279,19044,84.64,6389.4,2663.4,94.388132,92.72936,96.668676
"2004-05-29","01.00.00",1.1,940,6.8,849,93,1091,103,1509,764,18.5,48.7,1.0286,8649,46.24,4529.1,1720.5,80.623487,83.223906,84.415516
"2004-05-29","02.00.00",0.6,892,5.1,767,71,1180,84,1466,657,18,51.4,1.0504,5041,26.01,3649.4,1278,71.809538,77.754744,75.663009
"2004-05-29","03.00.00",0.3,838,3.4,675,52,1302,54,1390,540,17.9,50.8,1.0355,2704,11.56,2641.6,930.8,62.896388,74.774368,66.281304
"2004-05-29","04.00.00",0.5,853,4.3,727,44,1179,59,1417,621,17.7,51.9,1.0379,1936,18.49,2283.6,778.8,64.307227,72.790108,69.810941
"2004-05-29","05.00.00",0.3,738,1.5,545,18,1562,29,1266,450,17.7,49.7,0.997,324,2.25,894.6,318.6,50.645255,69.32556,54.903925
"2004-05-29","06.00.00",0.1,762,2,581,41,1588,45,1277,434,17.9,46.1,0.9383,1681,4,1890.1,733.9,56.019095,75.529102,58.4049
"2004-05-29","07.00.00",0.5,841,4,713,84,1293,80,1356,559,18.4,43.9,0.9192,7056,16,3687.6,1545.6,70.77532,84.85622,71.8372
"2004-05-29","08.00.00",0.6,843,4,712,77,1303,77,1343,548,18.9,42.1,0.9081,5929,16,3241.7,1455.3,68.955855,84.379194,70.4387
"2004-05-29","09.00.00",0.5,841,4,713,73,1326,68,1330,525,19.2,39.7,0.8728,5329,16,2898.1,1401.6,67.510855,84.97124,69.1318
"2004-05-29","10.00.00",0.7,862,4.2,721,72,1329,66,1335,522,20.8,36.6,0.8878,5184,17.64,2635.2,1497.6,67.159132,85.815096,68.642876
"2004-05-29","11.00.00",0.7,869,4.5,740,77,1296,70,1366,535,21.3,35.8,0.8975,5929,20.25,2756.6,1640.1,68.78493,87.04509,70.049325
"2004-05-29","12.00.00",0.9,894,6,810,82,1204,74,1421,585,21.8,34.9,0.9004,6724,36,2861.8,1787.6,72.61818,88.345732,74.857
"2004-05-29","13.00.00",0.7,844,4.8,755,67,1284,64,1350,521,22.8,31.4,0.8615,4489,23.04,2103.8,1527.6,66.410527,86.936152,68.371736
"2004-05-29","14.00.00",0.4,823,3.8,699,59,1382,60,1311,493,22.9,31.3,0.862,3481,14.44,1846.7,1351.1,62.788787,85.278526,64.400696
"2004-05-29","15.00.00",0.5,843,4.2,719,61,1353,63,1330,501,22.9,30.7,0.8461,3721,17.64,1872.7,1396.9,63.913747,86.068218,65.751576
"2004-05-29","16.00.00",0.6,865,5.1,767,76,1279,75,1369,559,23.8,29.2,0.8499,5776,26.01,2219.2,1808.8,69.353363,89.636784,70.758609
"2004-05-29","17.00.00",0.6,873,5.6,792,73,1247,79,1397,589,23.2,30.2,0.8442,5329,31.36,2204.6,1693.6,70.122503,88.72016,72.527224
"2004-05-29","18.00.00",0.8,899,5.8,803,87,1221,83,1426,596,22.4,31.3,0.8365,7569,33.64,2723.1,1948.8,73.582507,91.415328,75.159476
"2004-05-29","19.00.00",1,921,7,856,98,1163,93,1437,681,21.7,32.2,0.825,9604,49,3155.6,2126.6,79.21668,93.54994,81.444
"2004-05-29","20.00.00",1.2,937,7.9,893,123,1106,112,1463,783,20.8,33.2,0.8061,15129,62.41,4083.6,2558.4,87.672018,98.675392,89.329369
"2004-05-29","21.00.00",1,901,6.5,834,102,1177,103,1408,738,20.1,35,0.8149,10404,42.25,3570,2050.2,81.228455,93.482508,83.505725
"2004-05-29","22.00.00",1.3,955,8.5,918,102,1056,93,1511,762,19.5,36.9,0.8258,10404,72.25,3763.8,1989,83.689855,92.542808,87.588525
"2004-05-29","23.00.00",2.7,1065,13.7,1106,142,897,112,1707,929,19,38.2,0.8327,20164,187.69,5424.4,2698,98.254647,100.093344,102.376321
"2004-05-30","00.00.00",2.7,1035,13.8,1110,148,907,125,1652,1044,18.5,39.4,0.832,21904,190.44,5831.2,2738,102.278772,100.745272,106.817296
"2004-05-30","01.00.00",1.6,956,9.1,945,107,1030,107,1509,892,17.8,41.7,0.844,11449,82.81,4461.9,1904.6,88.586338,91.288508,93.636729
"2004-05-30","02.00.00",0.6,869,6.5,835,61,1078,76,1437,807,19.2,42,0.9248,3721,42.25,2562,1171.2,74.52917,81.139968,81.013425
"2004-05-30","03.00.00",0.3,831,6.2,822,48,1085,40,1418,710,17.8,44.8,0.9048,2304,38.44,2150.4,854.4,69.423372,77.68856,76.624596
"2004-05-30","04.00.00",0.6,815,5.2,774,43,1113,55,1374,712,17,47.7,0.9185,1849,27.04,2051.1,731,67.470327,75.445196,74.564736
"2004-05-30","05.00.00",0.1,781,3.1,661,25,1271,37,1299,568,17.2,47.2,0.9178,625,9.61,1180,430,57.440098,72.2238,63.472649
"2004-05-30","06.00.00",0.1,781,2.9,645,32,1295,45,1320,575,17.3,47.6,0.9295,1024,8.41,1523.2,553.6,58.842443,73.273816,64.015269
"2004-05-30","07.00.00",0.2,828,3.6,690,48,1263,61,1353,658,18.6,44.2,0.9385,2304,12.96,2121.6,892.8,64.971408,77.614648,69.479464
"2004-05-30","08.00.00",0.3,803,2.7,635,60,1417,67,1272,537,20.2,37.8,0.8837,3600,7.29,2268,1212,63.100147,82.98516,64.501361
"2004-05-30","09.00.00",0.3,811,3,653,52,1411,60,1269,486,22,31.9,0.8335,2704,9,1658.8,1144,60.23758,83.955708,61.9191
"2004-05-30","10.00.00",0.4,844,3.7,696,58,1353,64,1292,507,25.5,25.9,0.8339,3364,13.69,1502.2,1479,62.253847,86.936072,63.326221
